"user_id","activity_date","product_group","dollar_purchase_value","purchase_number"
70770,2024-12-21,"Gold",9.99,1
81110,2024-10-14,"Gold",4.99,14
81110,2024-10-14,"Gold",9.99,15
95425,2024-12-31,"Gold",4.99,4
77370,2024-12-24,"Gold",4.99,2
91585,2024-10-23,"Promotion",4.99,1
78877,2024-12-29,"Promotion",9.99,18
74893,2024-12-15,"Promotion",9.99,2
77906,2024-10-26,"Gold",4.99,1
93368,2024-10-20,"Gold",9.99,5
79583,2024-11-19,"Gold",4.99,85
95317,2024-11-28,"Remove Ads",4.99,5
84531,2024-12-18,"Promotion",4.99,12
82107,2024-11-18,"Promotion",9.99,7
83628,2024-10-27,"Promotion",4.99,31
83628,2024-12-10,"Promotion",4.99,67
79360,2024-12-14,"Remove Ads",4.99,3
82908,2024-12-07,"Promotion",4.99,1
70198,2024-12-19,"Promotion",4.99,4
73702,2024-12-04,"Remove Ads",4.99,5
81014,2024-11-13,"Gold",19.99,1
93435,2024-11-20,"Remove Ads",4.99,8
75392,2024-11-25,"Remove Ads",4.99,9
78577,2024-11-25,"Remove Ads",4.99,6
78582,2024-11-01,"Gold",4.99,2
91982,2024-10-21,"Promotion",4.99,1
92496,2024-12-22,"Remove Ads",4.99,3
80251,2024-12-22,"Gold",4.99,26
79274,2024-11-26,"Promotion",4.99,5
88305,2024-12-09,"Promotion",4.99,6
89132,2024-11-02,"Promotion",9.99,1
91299,2024-11-04,"Promotion",4.99,2
75748,2024-12-02,"Remove Ads",4.99,10
95651,2024-10-21,"Promotion",4.99,5
72046,2024-12-06,"Gold",4.99,21
81718,2024-12-25,"Promotion",4.99,84
72439,2024-10-05,"Promotion",9.99,3
82672,2024-11-29,"Promotion",4.99,17
87380,2024-12-26,"Promotion",4.99,1
89793,2024-12-07,"Promotion",9.99,6
78223,2024-12-25,"Remove Ads",4.99,11
81750,2024-10-10,"Remove Ads",4.99,1
84745,2024-12-05,"Remove Ads",4.99,22
71776,2024-11-20,"Gold",4.99,16
82970,2024-10-03,"Promotion",4.99,5
93465,2024-12-09,"Gold",9.99,27
90529,2024-11-01,"Gold",19.99,2
90529,2024-11-09,"Gold",19.99,8
77692,2024-11-17,"Remove Ads",4.99,2
73033,2024-11-12,"Gold",4.99,2
96765,2024-12-22,"Promotion",4.99,1
70116,2024-12-03,"Promotion",4.99,9
79139,2024-12-21,"Promotion",9.99,2
81347,2024-10-21,"Promotion",4.99,2
70809,2024-12-30,"Promotion",4.99,1
89293,2024-12-07,"Remove Ads",4.99,24
79217,2024-12-12,"Promotion",9.99,8
89739,2024-11-17,"Promotion",4.99,1
85015,2024-10-08,"Promotion",9.99,5
74868,2024-11-22,"Gold",4.99,4
91956,2024-11-25,"Promotion",4.99,3
81130,2024-12-03,"Gold",4.99,5
81130,2024-12-05,"Gold",4.99,6
70360,2024-12-22,"Promotion",4.99,1
80876,2024-12-25,"Remove Ads",4.99,28
84254,2024-11-22,"Gold",4.99,2
91085,2024-10-25,"Remove Ads",4.99,4
83877,2024-10-14,"Promotion",4.99,3
97180,2024-10-12,"Gold",4.99,1
81110,2024-10-17,"Gold",4.99,28
80329,2024-12-16,"Promotion",9.99,19
96751,2024-12-10,"Promotion",4.99,2
79583,2024-11-20,"Remove Ads",4.99,88
82421,2024-12-17,"Gold",4.99,8
83628,2024-10-23,"Gold",4.99,24
79376,2024-12-10,"Remove Ads",NA,2
83395,2024-12-24,"Gold",29.99,17
73702,2024-12-14,"Promotion",4.99,9
74682,2024-12-09,"Gold",4.99,1
77534,2024-11-02,"Gold",4.99,1
78228,2024-11-23,"Gold",4.99,1
93435,2024-12-04,"Remove Ads",4.99,10
93435,2024-12-05,"Remove Ads",4.99,12
85244,2024-10-21,"Gold",29.99,2
87775,2024-10-29,"Gold",4.99,7
92739,2024-12-13,"Promotion",4.99,7
80586,2024-12-17,"Gold",19.99,7
70719,2024-12-22,"Gold",29.99,1
71799,2024-12-17,"Gold",4.99,2
76753,2024-12-09,"Promotion",4.99,4
80462,2024-10-20,"Gold",4.99,2
88072,2024-11-12,"Promotion",4.99,2
82504,2024-11-30,"Promotion",4.99,1
82533,2024-11-29,"Promotion",4.99,4
93743,2024-11-02,"Promotion",4.99,2
84745,2024-11-30,"Gold",4.99,17
89479,2024-11-07,"Gold",4.99,5
78141,2024-12-04,"Gold",4.99,1
92346,2024-10-28,"Gold",9.99,1
85987,2024-10-30,"Gold",4.99,4
86930,2024-12-05,"Gold",9.99,4
81718,2024-10-17,"Gold",4.99,26
90537,2024-12-24,"Promotion",4.99,10
94429,2024-10-28,"Gold",4.99,8
71759,2024-12-31,"Promotion",4.99,3
95254,2024-12-13,"Remove Ads",4.99,23
85898,2024-10-31,"Gold",4.99,8
89793,2024-12-12,"Promotion",9.99,10
71418,2024-10-03,"Promotion",4.99,1
93465,2024-11-30,"Gold",4.99,9
70037,2024-12-25,"Remove Ads",NA,2
84984,2024-10-27,"Gold",4.99,1
74511,2024-11-28,"Gold",4.99,11
95984,2024-10-07,"Promotion",4.99,1
73163,2024-12-04,"Promotion",4.99,30
77802,2024-11-10,"Promotion",6.99,25
95011,2024-12-28,"Promotion",9.99,4
89188,2024-10-10,"Promotion",4.99,1
72024,2024-10-08,"Promotion",4.99,2
72024,2024-11-27,"Gold",4.99,18
72024,2024-12-10,"Promotion",4.99,24
91488,2024-11-20,"Promotion",4.99,1
70066,2024-12-20,"Gold",9.99,4
80406,2024-11-12,"Gold",4.99,6
85451,2024-12-22,"Promotion",4.99,1
91188,2024-10-18,"Promotion",4.99,1
78750,2024-12-25,"Gold",4.99,4
85490,2024-12-06,"Remove Ads",NA,8
85490,2024-12-10,"Promotion",4.99,10
69870,2024-11-04,"Promotion",4.99,1
82776,2024-11-24,"Gold",4.99,9
87149,2024-10-23,"Promotion",4.99,14
82756,2024-10-16,"Gold",4.99,1
74868,2024-11-26,"Gold",4.99,8
89635,2024-11-19,"Promotion",9.99,1
91085,2024-11-15,"Remove Ads",4.99,7
75471,2024-10-23,"Gold",4.99,19
75471,2024-11-30,"Gold",9.99,46
75471,2024-12-21,"Remove Ads",4.99,69
88868,2024-12-03,"Gold",9.99,4
95012,2024-12-25,"Gold",4.99,1
80876,2024-11-10,"Gold",9.99,3
83405,2024-12-17,"Promotion",4.99,13
69830,2024-12-03,"Promotion",4.99,1
86262,2024-11-13,"Gold",29.99,15
96009,2024-12-02,"Promotion",4.99,7
83628,2024-11-29,"Remove Ads",4.99,59
74682,2024-12-19,"Gold",4.99,10
79770,2024-12-16,"Promotion",4.99,8
75177,2024-10-31,"Remove Ads",4.99,37
71881,2024-12-22,"Gold",4.99,29
89132,2024-12-08,"Gold",29.99,10
73600,2024-11-23,"Remove Ads",4.99,4
83094,2024-12-03,"Promotion",4.99,12
75875,2024-12-06,"Promotion",4.99,1
87237,2024-12-21,"Gold",4.99,13
85197,2024-12-21,"Promotion",4.99,1
85684,2024-12-10,"Promotion",4.99,13
81718,2024-10-20,"Promotion",4.99,36
81718,2024-12-23,"Gold",4.99,80
84920,2024-10-27,"Promotion",4.99,1
73781,2024-12-31,"Promotion",4.99,5
71613,2024-11-20,"Promotion",4.99,4
70311,2024-10-31,"Gold",4.99,16
70311,2024-10-31,"Promotion",4.99,18
87265,2024-11-29,"Promotion",4.99,1
90095,2024-12-31,"Promotion",4.99,11
93106,2024-11-12,"Remove Ads",4.99,2
90529,2024-11-03,"Gold",9.99,5
77802,2024-10-24,"Promotion",9.99,8
79387,2024-11-14,"Gold",9.99,30
72024,2024-11-29,"Gold",4.99,19
77185,2024-12-02,"Promotion",4.99,4
72713,2024-10-19,"Promotion",4.99,1
89078,2024-11-28,"Remove Ads",4.99,5
78164,2024-10-16,"Promotion",4.99,2
76858,2024-11-08,"Gold",4.99,2
70218,2024-12-21,"Gold",4.99,48
93474,2024-10-30,"Remove Ads",4.99,4
81945,2024-10-05,"Remove Ads",NA,1
76076,2024-12-02,"Remove Ads",4.99,29
95783,2024-12-11,"Gold",4.99,9
96006,2024-10-27,"Promotion",4.99,8
96006,2024-11-02,"Promotion",9.99,10
81130,2024-12-17,"Promotion",4.99,7
82604,2024-11-28,"Remove Ads",4.99,11
79457,2024-12-08,"Gold",4.99,1
86984,2024-12-28,"Remove Ads",4.99,1
72248,2024-12-27,"Gold",9.99,7
84314,2024-12-28,"Gold",4.99,13
92823,2024-11-24,"Gold",4.99,1
70404,2024-10-23,"Gold",9.99,8
70404,2024-10-27,"Promotion",4.99,13
82101,2024-11-01,"Gold",4.99,1
71243,2024-12-12,"Promotion",4.99,1
81110,2024-10-13,"Promotion",4.99,8
88868,2024-12-01,"Promotion",4.99,3
89220,2024-11-08,"Promotion",4.99,1
80129,2024-10-25,"Gold",4.99,8
87393,2024-12-31,"Promotion",4.99,11
83877,2024-10-22,"Gold",4.99,29
82421,2024-10-21,"Gold",4.99,4
84531,2024-12-13,"Gold",4.99,8
70109,2024-12-03,"Gold",4.99,5
79583,2024-11-06,"Promotion",9.99,43
79583,2024-11-25,"Gold",4.99,107
83395,2024-11-28,"Gold",19.99,4
84071,2024-10-31,"Gold",4.99,4
87691,2024-12-22,"Promotion",6.99,31
73050,2024-11-06,"Promotion",4.99,1
84492,2024-12-09,"Promotion",4.99,2
94978,2024-10-04,"Promotion",4.99,1
94181,2024-11-30,"Gold",4.99,1
81112,2024-12-24,"Promotion",4.99,3
71881,2024-12-31,"Promotion",4.99,33
80251,2024-12-20,"Promotion",9.99,21
71373,2024-11-15,"Promotion",9.99,7
83729,2024-11-08,"Gold",4.99,5
87237,2024-12-31,"Gold",4.99,26
89793,2024-12-01,"Promotion",4.99,4
76775,2024-12-27,"Remove Ads",4.99,4
84661,2024-12-25,"Promotion",4.99,4
77692,2024-12-08,"Remove Ads",4.99,6
81810,2024-11-25,"Remove Ads",NA,1
90095,2024-12-31,"Promotion",9.99,10
88149,2024-11-16,"Gold",4.99,1
82672,2024-11-11,"Promotion",4.99,1
82672,2024-11-15,"Promotion",4.99,5
82672,2024-12-05,"Promotion",9.99,24
69876,2024-10-14,"Promotion",4.99,1
95254,2024-10-29,"Promotion",9.99,3
75799,2024-12-09,"Promotion",6.99,25
86063,2024-10-27,"Promotion",4.99,17
69430,2024-10-22,"Promotion",4.99,2
77802,2024-11-12,"Promotion",4.99,27
81707,2024-12-05,"Promotion",4.99,4
78202,2024-11-15,"Gold",4.99,2
79387,2024-10-20,"Gold",9.99,8
80223,2024-12-17,"Promotion",4.99,1
69843,2024-11-06,"Remove Ads",4.99,8
96368,2024-12-25,"Promotion",4.99,1
90732,2024-12-15,"Promotion",4.99,3
93876,2024-12-03,"Promotion",9.99,21
94403,2024-11-02,"Gold",4.99,4
75471,2024-12-01,"Remove Ads",4.99,49
72237,2024-12-12,"Promotion",4.99,1
74868,2024-11-20,"Promotion",4.99,2
81012,2024-12-03,"Remove Ads",4.99,5
71207,2024-12-18,"Remove Ads",4.99,14
71207,2024-12-20,"Promotion",9.99,15
94007,2024-12-16,"Promotion",4.99,1
87149,2024-10-23,"Gold",9.99,10
92750,2024-11-12,"Promotion",4.99,1
91085,2024-11-22,"Remove Ads",4.99,8
91585,2024-11-17,"Promotion",4.99,13
94063,2024-11-10,"Promotion",9.99,3
86262,2024-11-09,"Remove Ads",NA,9
93120,2024-12-18,"Promotion",4.99,3
83877,2024-10-18,"Gold",4.99,15
88746,2024-12-31,"Promotion",4.99,9
93368,2024-10-20,"Gold",9.99,4
79583,2024-12-22,"Promotion",4.99,169
70109,2024-12-06,"Promotion",4.99,6
72162,2024-11-18,"Promotion",4.99,1
86978,2024-12-27,"Promotion",4.99,8
70808,2024-11-29,"Remove Ads",4.99,4
84666,2024-12-19,"Promotion",4.99,2
87691,2024-12-21,"Gold",9.99,28
73952,2024-12-05,"Promotion",4.99,16
81821,2024-12-15,"Promotion",9.99,9
95634,2024-12-31,"Gold",4.99,38
95926,2024-11-07,"Gold",4.99,3
70317,2024-12-22,"Gold",4.99,1
75177,2024-11-21,"Remove Ads",4.99,51
75322,2024-10-19,"Promotion",4.99,2
87775,2024-11-03,"Promotion",4.99,11
71881,2024-11-05,"Remove Ads",4.99,1
71881,2024-12-03,"Promotion",4.99,22
90531,2024-12-30,"Promotion",4.99,11
83094,2024-12-03,"Gold",4.99,11
84306,2024-11-16,"Gold",4.99,2
87237,2024-12-18,"Promotion",4.99,11
81718,2024-10-17,"Promotion",4.99,24
81718,2024-10-29,"Promotion",4.99,58
89881,2024-11-28,"Promotion",4.99,2
72946,2024-12-24,"Promotion",9.99,9
82037,2024-11-06,"Gold",4.99,11
82037,2024-11-10,"Gold",4.99,18
93414,2024-11-12,"Gold",4.99,1
71613,2024-11-25,"Promotion",4.99,6
80067,2024-11-07,"Promotion",4.99,2
96120,2024-12-19,"Gold",4.99,2
84736,2024-12-31,"Promotion",4.99,1
95254,2024-12-20,"Remove Ads",4.99,24
70702,2024-12-24,"Promotion",4.99,2
71776,2024-11-16,"Gold",4.99,11
71776,2024-11-26,"Promotion",6.99,21
93465,2024-12-31,"Promotion",4.99,32
70567,2024-10-07,"Promotion",4.99,5
77692,2024-12-15,"Remove Ads",4.99,7
94712,2024-11-08,"Promotion",4.99,2
93876,2024-11-15,"Promotion",6.99,15
72736,2024-11-07,"Promotion",4.99,12
74005,2024-10-30,"Promotion",4.99,1
74511,2024-12-26,"Gold",9.99,18
73600,2024-11-23,"Promotion",4.99,3
75385,2024-12-05,"Promotion",9.99,3
76858,2024-11-08,"Gold",9.99,3
80761,2024-11-26,"Promotion",4.99,8
96006,2024-11-30,"Promotion",9.99,18
96380,2024-12-18,"Promotion",4.99,1
79668,2024-10-24,"Promotion",4.99,3
91853,2024-12-19,"Promotion",4.99,1
69430,2024-10-23,"Promotion",4.99,3
81707,2024-12-02,"Gold",4.99,3
73978,2024-12-10,"Remove Ads",4.99,2
74686,2024-12-21,"Gold",9.99,5
75620,2024-12-14,"Gold",4.99,6
76076,2024-12-03,"Gold",9.99,30
73688,2024-10-21,"Remove Ads",4.99,1
80876,2024-11-10,"Promotion",4.99,2
93824,2024-12-27,"Gold",4.99,1
85015,2024-10-15,"Promotion",6.99,7
70404,2024-10-23,"Gold",9.99,9
70404,2024-10-23,"Gold",9.99,10
81538,2024-11-07,"Remove Ads",4.99,5
80566,2024-11-19,"Promotion",4.99,5
81110,2024-10-15,"Gold",4.99,22
80329,2024-12-13,"Gold",4.99,11
82640,2024-12-24,"Promotion",9.99,1
89619,2024-11-15,"Gold",19.99,1
73879,2024-10-24,"Promotion",4.99,17
85322,2024-12-29,"Promotion",9.99,24
85322,2024-12-30,"Promotion",4.99,28
94063,2024-11-01,"Promotion",4.99,2
96251,2024-12-16,"Promotion",4.99,1
69443,2024-12-16,"Remove Ads",4.99,2
79583,2024-11-02,"Gold",4.99,30
79583,2024-12-11,"Gold",4.99,162
94325,2024-12-12,"Promotion",4.99,1
86262,2024-10-20,"Gold",29.99,2
87786,2024-11-24,"Promotion",4.99,1
85524,2024-11-18,"Promotion",4.99,3
93435,2024-12-10,"Promotion",4.99,15
83316,2024-11-10,"Promotion",4.99,2
79505,2024-11-03,"Promotion",9.99,4
83776,2024-10-18,"Remove Ads",4.99,6
71373,2024-10-23,"Gold",4.99,1
92942,2024-12-24,"Promotion",9.99,8
71799,2024-10-25,"Gold",4.99,1
81891,2024-10-16,"Promotion",9.99,9
77420,2024-10-20,"Promotion",4.99,1
81750,2024-12-02,"Remove Ads",4.99,8
88934,2024-11-17,"Gold",9.99,3
87237,2024-12-07,"Promotion",9.99,4
81718,2024-10-06,"Gold",4.99,7
81718,2024-10-19,"Promotion",4.99,34
72046,2024-11-27,"Promotion",4.99,14
94429,2024-11-01,"Gold",4.99,11
86790,2024-10-29,"Gold",4.99,3
94580,2024-12-30,"Gold",4.99,1
85898,2024-11-08,"Remove Ads",4.99,14
85898,2024-12-17,"Promotion",4.99,47
89793,2024-12-20,"Promotion",6.99,12
93465,2024-12-03,"Gold",9.99,17
75799,2024-11-28,"Promotion",4.99,14
72240,2024-10-11,"Gold",4.99,8
82610,2024-12-03,"Remove Ads",4.99,6
94158,2024-12-30,"Promotion",4.99,1
79387,2024-11-22,"Gold",9.99,37
89293,2024-11-03,"Gold",4.99,6
89293,2024-11-12,"Gold",4.99,16
82762,2024-12-27,"Gold",4.99,1
82037,2024-11-09,"Promotion",9.99,17
93743,2024-11-12,"Promotion",4.99,6
77094,2024-12-02,"Remove Ads",4.99,3
96006,2024-12-18,"Promotion",4.99,23
77802,2024-10-18,"Promotion",4.99,6
74022,2024-10-23,"Remove Ads",4.99,1
82101,2024-11-22,"Promotion",9.99,4
85139,2024-12-29,"Promotion",4.99,4
75153,2024-12-31,"Promotion",4.99,2
72851,2024-12-14,"Gold",19.99,2
74865,2024-12-08,"Promotion",4.99,1
70528,2024-11-27,"Promotion",4.99,2
77185,2024-11-20,"Promotion",4.99,3
74607,2024-11-06,"Promotion",4.99,3
84778,2024-11-13,"Gold",4.99,2
88864,2024-12-10,"Promotion",4.99,16
92804,2024-12-31,"Promotion",4.99,5
83877,2024-10-24,"Gold",4.99,44
83877,2024-11-08,"Remove Ads",4.99,67
83877,2024-12-09,"Remove Ads",4.99,73
96137,2024-11-21,"Promotion",4.99,3
80406,2024-11-12,"Promotion",4.99,5
79583,2024-10-27,"Promotion",4.99,13
79583,2024-11-11,"Gold",4.99,64
86882,2024-10-20,"Remove Ads",4.99,3
74224,2024-12-10,"Gold",4.99,2
86978,2024-12-27,"Gold",4.99,9
87691,2024-12-17,"Gold",4.99,2
94553,2024-11-07,"Promotion",4.99,5
95868,2024-12-12,"Gold",4.99,7
95771,2024-12-20,"Promotion",9.99,14
88775,2024-10-13,"Gold",4.99,6
84492,2024-12-17,"Promotion",4.99,3
75221,2024-10-29,"Gold",4.99,4
81569,2024-11-16,"Promotion",4.99,14
85244,2024-12-19,"Remove Ads",4.99,24
85244,2024-12-26,"Remove Ads",4.99,26
75177,2024-11-20,"Gold",4.99,47
77080,2024-12-01,"Promotion",4.99,1
79001,2024-10-31,"Promotion",4.99,3
82723,2024-12-31,"Gold",4.99,1
75748,2024-11-04,"Remove Ads",4.99,6
88353,2024-11-22,"Remove Ads",4.99,1
86372,2024-12-11,"Remove Ads",4.99,4
80401,2024-12-01,"Promotion",4.99,1
73760,2024-11-13,"Gold",4.99,2
81882,2024-11-25,"Gold",4.99,5
85684,2024-12-08,"Promotion",6.99,11
92346,2024-11-05,"Gold",9.99,2
76177,2024-11-13,"Promotion",4.99,2
83882,2024-11-30,"Promotion",4.99,1
96435,2024-10-28,"Gold",9.99,5
81718,2024-11-03,"Promotion",9.99,64
91814,2024-11-10,"Gold",4.99,4
71776,2024-11-10,"Gold",4.99,7
87459,2024-12-02,"Gold",4.99,2
96394,2024-12-31,"Promotion",4.99,1
87357,2024-10-26,"Promotion",4.99,1
94429,2024-10-07,"Promotion",4.99,1
75799,2024-11-17,"Promotion",9.99,5
85898,2024-12-02,"Remove Ads",4.99,44
88124,2024-10-12,"Promotion",9.99,4
70567,2024-10-06,"Gold",4.99,2
73033,2024-11-16,"Promotion",4.99,3
97231,2024-12-26,"Remove Ads",4.99,6
72736,2024-11-08,"Promotion",4.99,13
93363,2024-11-17,"Promotion",4.99,1
70218,2024-12-28,"Promotion",4.99,60
79387,2024-10-13,"Gold",9.99,1
90068,2024-12-22,"Gold",4.99,1
86296,2024-10-24,"Promotion",4.99,2
76076,2024-11-05,"Gold",4.99,14
95783,2024-11-27,"Promotion",9.99,5
77802,2024-11-25,"Promotion",4.99,33
96121,2024-12-23,"Gold",4.99,2
69508,2024-11-14,"Promotion",9.99,8
72248,2024-11-26,"Promotion",4.99,1
90979,2024-10-27,"Promotion",4.99,1
75276,2024-11-10,"Gold",4.99,4
70404,2024-11-05,"Promotion",9.99,19
86257,2024-11-19,"Promotion",4.99,5
91956,2024-11-26,"Promotion",4.99,4
83819,2024-12-14,"Promotion",4.99,6
75471,2024-10-25,"Gold",9.99,20
70740,2024-12-31,"Promotion",4.99,2
79612,2024-11-03,"Remove Ads",4.99,1
88462,2024-12-24,"Gold",4.99,8
74893,2024-12-15,"Gold",4.99,4
83877,2024-10-17,"Gold",4.99,5
97180,2024-10-22,"Gold",4.99,2
93368,2024-12-21,"Promotion",9.99,12
81485,2024-12-07,"Remove Ads",4.99,1
86262,2024-12-01,"Remove Ads",4.99,20
79583,2024-10-23,"Promotion",4.99,9
79583,2024-11-03,"Gold",4.99,34
79583,2024-11-20,"Gold",4.99,93
79583,2024-12-21,"Promotion",9.99,168
83628,2024-10-23,"Gold",4.99,20
94553,2024-11-08,"Promotion",4.99,6
70198,2024-11-16,"Promotion",4.99,1
81705,2024-10-05,"Gold",9.99,2
79770,2024-12-15,"Gold",4.99,5
95567,2024-10-29,"Promotion",4.99,8
78582,2024-11-13,"Gold",4.99,5
83711,2024-12-30,"Promotion",4.99,11
88934,2024-11-17,"Gold",9.99,2
69380,2024-12-26,"Promotion",4.99,1
89293,2024-11-30,"Remove Ads",4.99,23
85684,2024-12-11,"Promotion",6.99,14
76815,2024-11-15,"Promotion",4.99,2
87237,2024-12-31,"Gold",4.99,23
91073,2024-12-07,"Promotion",4.99,18
78082,2024-12-28,"Gold",29.99,6
83606,2024-11-06,"Promotion",4.99,1
90850,2024-10-15,"Gold",4.99,2
95254,2024-10-29,"Promotion",4.99,2
82672,2024-11-22,"Promotion",9.99,10
74773,2024-11-15,"Promotion",9.99,3
74773,2024-11-19,"Promotion",9.99,5
84791,2024-12-01,"Promotion",4.99,1
85898,2024-11-29,"Gold",4.99,43
72755,2024-12-14,"Remove Ads",4.99,4
77802,2024-11-26,"Promotion",4.99,35
81707,2024-12-28,"Promotion",4.99,8
87086,2024-11-07,"Remove Ads",4.99,2
70162,2024-11-06,"Promotion",9.99,4
86063,2024-10-27,"Gold",4.99,26
89188,2024-10-13,"Remove Ads",4.99,6
74431,2024-12-27,"Promotion",9.99,1
90756,2024-12-26,"Promotion",4.99,19
82511,2024-12-07,"Promotion",4.99,1
77094,2024-12-30,"Remove Ads",4.99,7
82835,2024-12-26,"Gold",4.99,9
82776,2024-10-29,"Gold",9.99,3
80556,2024-12-03,"Gold",4.99,7
69686,2024-11-29,"Promotion",4.99,9
74022,2024-11-06,"Remove Ads",4.99,4
74299,2024-12-06,"Promotion",4.99,2
90015,2024-12-19,"Remove Ads",4.99,10
94679,2024-12-21,"Promotion",4.99,2
93934,2024-12-30,"Gold",4.99,2
78612,2024-12-04,"Promotion",4.99,2
92823,2024-12-14,"Promotion",4.99,6
96918,2024-11-11,"Gold",4.99,1
80876,2024-11-19,"Promotion",9.99,10
83852,2024-11-08,"Remove Ads",4.99,2
75471,2024-10-12,"Remove Ads",4.99,4
80329,2024-12-15,"Promotion",9.99,16
80329,2024-12-28,"Gold",4.99,34
95623,2024-12-14,"Gold",4.99,3
95623,2024-12-23,"Promotion",9.99,8
71637,2024-12-22,"Promotion",4.99,1
73879,2024-10-12,"Promotion",4.99,9
74893,2024-12-14,"Promotion",4.99,1
83877,2024-10-24,"Gold",4.99,35
83877,2024-10-24,"Gold",4.99,41
83877,2024-10-27,"Gold",4.99,58
90845,2024-12-30,"Gold",4.99,7
92553,2024-10-10,"Remove Ads",4.99,1
71875,2024-11-25,"Promotion",4.99,3
83306,2024-10-08,"Remove Ads",4.99,1
83628,2024-10-16,"Gold",4.99,16
83628,2024-11-24,"Gold",29.99,55
79583,2024-11-08,"Promotion",9.99,50
79583,2024-12-04,"Promotion",9.99,139
88050,2024-12-23,"Promotion",4.99,1
78077,2024-12-25,"Promotion",4.99,2
95634,2024-11-28,"Gold",4.99,21
93827,2024-11-04,"Gold",9.99,10
81569,2024-12-02,"Gold",4.99,19
75177,2024-10-23,"Promotion",4.99,25
94092,2024-12-21,"Promotion",4.99,6
78230,2024-11-30,"Remove Ads",4.99,10
82931,2024-10-07,"Promotion",4.99,2
83953,2024-12-01,"Promotion",9.99,2
85776,2024-12-05,"Promotion",4.99,1
85776,2024-12-07,"Remove Ads",4.99,4
96294,2024-11-04,"Promotion",4.99,1
88934,2024-11-17,"Promotion",4.99,1
79028,2024-12-19,"Promotion",4.99,1
81750,2024-12-09,"Remove Ads",4.99,9
85305,2024-11-09,"Gold",9.99,6
85898,2024-10-31,"Gold",4.99,9
89976,2024-12-05,"Promotion",9.99,4
90838,2024-12-31,"Promotion",4.99,3
82037,2024-11-05,"Gold",29.99,2
93282,2024-10-02,"Gold",4.99,2
88449,2024-12-11,"Promotion",4.99,1
81347,2024-11-12,"Promotion",4.99,11
72660,2024-12-18,"Promotion",4.99,3
80904,2024-11-10,"Gold",29.99,8
74513,2024-11-23,"Gold",4.99,3
74773,2024-11-02,"Promotion",9.99,1
75799,2024-12-08,"Promotion",9.99,23
75799,2024-12-24,"Gold",9.99,38
92451,2024-10-04,"Gold",9.99,2
89354,2024-11-21,"Gold",4.99,1
76858,2024-11-30,"Promotion",9.99,7
79387,2024-10-23,"Promotion",4.99,13
92961,2024-10-20,"Remove Ads",4.99,3
70218,2024-11-02,"Promotion",9.99,15
75915,2024-11-19,"Promotion",4.99,5
91445,2024-12-31,"Gold",9.99,15
74685,2024-12-13,"Gold",4.99,4
91409,2024-12-24,"Gold",9.99,4
72306,2024-10-19,"Gold",4.99,1
93984,2024-11-24,"Remove Ads",4.99,9
89389,2024-11-24,"Gold",29.99,7
73931,2024-12-23,"Promotion",4.99,1
76784,2024-12-29,"Promotion",4.99,1
85768,2024-12-08,"Promotion",4.99,18
73749,2024-11-15,"Gold",4.99,1
77802,2024-10-28,"Promotion",6.99,11
71207,2024-12-29,"Promotion",4.99,19
71207,2024-12-31,"Promotion",4.99,21
83877,2024-10-20,"Gold",4.99,23
92009,2024-11-30,"Promotion",9.99,10
96009,2024-11-28,"Promotion",4.99,5
77204,2024-10-09,"Gold",4.99,1
79583,2024-12-31,"Remove Ads",4.99,173
88746,2024-11-08,"Promotion",4.99,2
82421,2024-10-20,"Gold",4.99,2
70109,2024-11-21,"Gold",4.99,3
70109,2024-12-22,"Promotion",4.99,14
83628,2024-11-24,"Gold",29.99,52
90752,2024-12-12,"Promotion",4.99,2
90752,2024-12-17,"Promotion",4.99,8
83395,2024-12-08,"Gold",19.99,5
87691,2024-12-22,"Gold",9.99,32
73050,2024-11-24,"Remove Ads",4.99,12
95868,2024-12-30,"Promotion",4.99,32
79762,2024-12-24,"Gold",9.99,1
95634,2024-12-30,"Gold",9.99,37
74682,2024-12-25,"Remove Ads",4.99,13
80601,2024-12-19,"Promotion",4.99,2
95793,2024-12-26,"Promotion",4.99,1
79119,2024-10-27,"Promotion",4.99,1
87887,2024-12-10,"Gold",4.99,7
88184,2024-10-15,"Remove Ads",4.99,2
81511,2024-10-21,"Promotion",9.99,3
94092,2024-12-21,"Promotion",4.99,1
71881,2024-12-01,"Promotion",4.99,20
71881,2024-12-22,"Promotion",4.99,28
80251,2024-12-20,"Gold",4.99,24
79274,2024-11-25,"Promotion",4.99,4
92942,2024-11-27,"Promotion",9.99,7
80462,2024-11-30,"Gold",4.99,4
88072,2024-11-19,"Remove Ads",4.99,3
85898,2024-10-31,"Gold",4.99,5
85898,2024-11-09,"Gold",4.99,23
89976,2024-12-12,"Promotion",9.99,5
82672,2024-12-25,"Promotion",9.99,33
82672,2024-12-31,"Gold",9.99,36
83798,2024-12-18,"Gold",4.99,3
87891,2024-11-10,"Gold",9.99,4
70567,2024-12-07,"Remove Ads",4.99,13
71222,2024-12-12,"Gold",4.99,14
82570,2024-11-23,"Promotion",4.99,1
84241,2024-10-14,"Gold",4.99,1
70311,2024-10-28,"Gold",4.99,11
94078,2024-11-09,"Gold",19.99,2
70218,2024-10-25,"Gold",4.99,9
75345,2024-12-21,"Gold",9.99,3
73163,2024-11-15,"Promotion",9.99,21
